id,latitude,longitude
1,-7.28642000,112.79355000
2,-7.28640292,112.79355569
3,-7.28639000,112.79355559
4,-7.28637756,112.79355000
5,-7.28636000,112.79354957
6,-7.28635150,112.79354000
7,-7.28633540,112.79354460
8,-7.28631962,112.79355000
9,-7.28631000,112.79355844
10,-7.28630000,112.79356649
11,-7.28629000,112.79357454
12,-7.28628000,112.79358259
13,-7.28627928,112.79360000
14,-7.28627000,112.79360878
15,-7.28627000,112.79362691
16,-7.28627500,112.79364000
17,-7.28628000,112.79365309
18,-7.28629000,112.79366115
19,-7.28629653,112.79367653
20,-7.28631000,112.79368313
21,-7.28632117,112.79369000
22,-7.28633000,112.79369923
23,-7.28634723,112.79370000
24,-7.28636370,112.79369630
25,-7.28637911,112.79369000
26,-7.28639000,112.79368284
27,-7.28640000,112.79367479
28,-7.28641000,112.79366674
29,-7.28642097,112.79365726
30,-7.28643843,112.79365289
31,-7.28645000,112.79365000
